Keyword,Location,Company name,Category,Website,CountryCode,Phone,Email 1,Email 2,Email 3,Lat,Long,Address,City,State,Pincode,Rating count,Review,Cid,Maplink
"mobilya","ümraniye","Yavuz Mobilya Pvc Ebatlama","Furniture maker","https://nimafurniture.com/","+0","2163658261","","","","","","Tatlısu","Göksu Cd. No:33","34774","Ümraniye/İstanbul","(59)","4.5","765728","https://www.google.com/localservices/prolist?spp=Cg0vZy8xMWI2ajRteTBz&quot;,&quot;%22Yavuz+Mobilya+Pvc+Ebatlama%22&quot;,&quot;%22Yavuz+Mobilya+Pvc+Ebatlama%22&quot;,null,null,null,%5Bnull,null,null,null,null,64,null,1%5D%5D&src=1"
"mobilya","ümraniye","Dermo Hali Mobilya","Home Furniture Shop","","+0","2164433470","","","","","","Namık Kemal","Cengiz Topel Cd. 10/A-B","34762","Ümraniye/İstanbul","(26)","4.2","420402","https://www.google.com/localservices/prolist?spp=CgsvZy8xdHRsMHQwbg%3D%3D&quot;,&quot;%22Dermo+Hali+Mobilya%22&quot;,&quot;%22Dermo+Hali+Mobilya%22&quot;,null,null,null,%5Bnull,null,null,null,null,64,null,1%5D%5D&src=1"
"mobilya","ümraniye","Libella Mobilya","Home Furniture Shop","","+0","2165218105","","","","","","14,  İstiklal","Anafartalar Cd.","34762","Ümraniye/İstanbul","(54)","3.6","355262","https://www.google.com/localservices/prolist?spp=Cg0vZy8xMWMycHJwaGN0&quot;,&quot;%22Libella+Mobilya%22&quot;,&quot;%22Libella+Mobilya%22&quot;,null,null,null,%5Bnull,null,null,null,null,64,null,1%5D%5D&src=1"
"mobilya","ümraniye","Sofa Home İstanbul","Home Furniture Shop","http://www.sofahome.com.tr/","+0","2163171891","","","","","","","Esenşehir Mah. Necip Fazıl Bulv. Y. Dudulu No:79","34775","Ümraniye/İstanbul","(165)","4.6","821774","https://www.google.com/localservices/prolist?spp=Cg0vZy8xMWt6dzR0Y3Jx&quot;,&quot;%22Sofa+Home+%C4%B0stanbul%22&quot;,&quot;%22Sofa+Home+%C4%B0stanbul%22&quot;,null,null,null,%5Bnull,null,null,null,null,64,null,1%5D%5D&src=1"
"mobilya","ümraniye","İnegöl store mobilya -istanbul showroom","Home Furniture Shop","http://www.inegolstoremobilya.com/","+0","5322710569","","","","","","Topağacı","Adem Yavuz Cd. No:226","34773","Ümraniye/İstanbul","(65)","4.7","107850","https://www.google.com/localservices/prolist?spp=Cg0vZy8xMWdmMDV5bjRy&quot;,&quot;%22%C4%B0neg%C3%B6l+store+mobilya+-istanbul+showroom%22&quot;,&quot;%22%C4%B0neg%C3%B6l+store+mobilya+-istanbul+showroom%22&quot;,null,null,null,%5Bnull,null,null,null,null,64,null,1%5D%5D&src=1"
"mobilya","ümraniye","Muya Mobilya Luxury","Furniture maker","http://www.muyamobilya.com/","+0","5389874949","","","","","","Yukarı Dudullu","Turgay Sk. No:1 Kat 1","34774","Ümraniye/İstanbul","(25)","5.0","7181","https://www.google.com/localservices/prolist?spp=Cg0vZy8xMWM1cW55cXoz&quot;,&quot;%22Muya+Mobilya+Luxury%22&quot;,&quot;%22Muya+Mobilya+Luxury%22&quot;,null,null,null,%5Bnull,null,null,null,null,64,null,1%5D%5D&src=1"
"mobilya","ümraniye","CEYLANLAR MOBİLYA","Home Furniture Shop","","","","","","","","","Atatürk","Yayla Sk. 4A","34764","Ümraniye/İstanbul","(16)","4.1","591665","https://www.google.com/localservices/prolist?spp=Cg0vZy8xMWNzM2I0eDJr&quot;,&quot;%22CEYLANLAR+MOB%C4%B0LYA%22&quot;,&quot;%22CEYLANLAR+MOB%C4%B0LYA%22&quot;,null,null,null,%5Bnull,null,null,null,null,64,null,1%5D%5D&src=1"
"mobilya","ümraniye","İstikbal","Home Furniture Shop","https://istikbal.com.tr/","+0","2163163000","","","","","","Namık Kemal","Cengiz Topel Cd. No:14","34762","Ümraniye/İstanbul","(85)","4.2","945463","https://www.google.com/localservices/prolist?spp=CgsvZy8xdnJ0eDU1cQ%3D%3D&quot;,&quot;%22%C4%B0stikbal%22&quot;,&quot;%22%C4%B0stikbal%22&quot;,null,null,null,%5Bnull,null,null,null,null,64,null,1%5D%5D&src=1"
"mobilya","ümraniye","Reyyan Home - İdaş","Home Furniture Shop","https://www.reyyanhome.com/","+0","2169090051","","","","","","Namık Kemal","Cengiz Topel Cd. No:47","34762","Ümraniye/İstanbul","(44)","4.1","17184","https://www.google.com/localservices/prolist?spp=Cg0vZy8xMWM2MGM2NDh3&quot;,&quot;%22Reyyan+Home+-+%C4%B0da%C5%9F%22&quot;,&quot;%22Reyyan+Home+-+%C4%B0da%C5%9F%22&quot;,null,null,null,%5Bnull,null,null,null,null,64,null,1%5D%5D&src=1"
"mobilya","ümraniye","ARKE HOME MOBİLYA ÜMRANİYE","Home Furniture Shop","https://www.arkehome.com.tr/","+0","2166423234","","","","","","Atatürk","Sütçü İmam Cd. NO:121","34764","Ümraniye/İstanbul","(8)","5.0","11947","https://www.google.com/localservices/prolist?spp=Cg0vZy8xMXZsejBoejlo&quot;,&quot;%22ARKE+HOME+MOB%C4%B0LYA+%C3%9CMRAN%C4%B0YE%22&quot;,&quot;%22ARKE+HOME+MOB%C4%B0LYA+%C3%9CMRAN%C4%B0YE%22&quot;,null,null,null,%5Bnull,null,null,null,null,64,null,1%5D%5D&src=1"
"mobilya","ümraniye","Macitler Mobilya Modoko","Home Furniture Shop","http://www.macitler.com.tr/","+0","2165407349","","","","","","Modoko Mobilyacılar Sitesi 2. CAD. No: 184","Yukarı Dudullu","34000","Ümraniye","(18)","4.0","523551","https://www.google.com/localservices/prolist?spp=CgsvZy8xdnF5emx3Zg%3D%3D&quot;,&quot;%22Macitler+Mobilya+Modoko%22&quot;,&quot;%22Macitler+Mobilya+Modoko%22&quot;,null,null,null,%5Bnull,null,null,null,null,64,null,1%5D%5D&src=1"
"mobilya","ümraniye","Doğtaş Exclusive Akyaka Avm","Home Furniture Shop","https://www.dogtas.com/","+0","5351032635","","","","","","İnkılap","Küçüksu Cd.","34768","Ümraniye/İstanbul","(36)","4.3","988294","https://www.google.com/localservices/prolist?spp=Cg0vZy8xMXNfZzd6OXo2&quot;,&quot;%22Do%C4%9Fta%C5%9F+Exclusive+Akyaka+Avm%22&quot;,&quot;%22Do%C4%9Fta%C5%9F+Exclusive+Akyaka+Avm%22&quot;,null,null,null,%5Bnull,null,null,null,null,64,null,1%5D%5D&src=1"
"mobilya","ümraniye","DERYA MOBİLYA ŞUBE","Home Furniture Shop","https://mondi.com.tr/","+0","5526563828","","","","","","Atatürk","Yayla Sk. 10A","34760","Ümraniye/İstanbul","(19)","3.8","827334","https://www.google.com/localservices/prolist?spp=CgwvZy8xaGMxNnpoMXc%3D&quot;,&quot;%22DERYA+MOB%C4%B0LYA+%C5%9EUBE%22&quot;,&quot;%22DERYA+MOB%C4%B0LYA+%C5%9EUBE%22&quot;,null,null,null,%5Bnull,null,null,null,null,64,null,1%5D%5D&src=1"
"mobilya","ümraniye","Göktan","Home Furniture Shop","","+0","2163350568","","","","","","Atatürk","Atatürk Mah Yeşil Sk No:34","34764","Ümraniye/İstanbul","(20)","2.4","826946","https://www.google.com/localservices/prolist?spp=CgsvZy8xdGY5MjBqaw%3D%3D&quot;,&quot;%22G%C3%B6ktan%22&quot;,&quot;%22G%C3%B6ktan%22&quot;,null,null,null,%5Bnull,null,null,null,null,64,null,1%5D%5D&src=1"
"mobilya","ümraniye","Bulut mobilya ümraniye","Home Furniture Shop","","+0","5536402253","","","","","","İstiklal","Zafer Sk. no:6","34764","Ümraniye/İstanbul","","","811190","https://www.google.com/localservices/prolist?spp=Cg0vZy8xMXhmMTF4a25x&quot;,&quot;%22Bulut+mobilya+%C3%BCmraniye%22&quot;,&quot;%22Bulut+mobilya+%C3%BCmraniye%22&quot;,null,null,null,%5Bnull,null,null,null,null,64,null,1%5D%5D&src=1"
"mobilya","ümraniye","Gümüş Mobilya","Home Furniture Shop","","+0","2166321167","","","","","","İnkılap","Ordu Cd. No:10","34768","Ümraniye/İstanbul","(1)","5.0","925155","https://www.google.com/localservices/prolist?spp=CgsvZy8xdGo1c3l4dA%3D%3D&quot;,&quot;%22G%C3%BCm%C3%BC%C5%9F+Mobilya%22&quot;,&quot;%22G%C3%BCm%C3%BC%C5%9F+Mobilya%22&quot;,null,null,null,%5Bnull,null,null,null,null,64,null,1%5D%5D&src=1"
